Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
 2.760000e+02	 5.36644054e-02	-3.33933559e+00	 4.26730691e+04	 0.00000000e+00	 2.7001e+17	 2.5994e-37	 1.0000e+15
 2.770000e+02	 5.40911361e-02	-3.33890886e+00	 4.21687511e+04	 0.00000000e+00	 2.6577e+17	 2.6427e-37	 1.0000e+15
 2.780000e+02	 5.45128236e-02	-3.33848718e+00	 4.16723024e+04	 0.00000000e+00	 2.6164e+17	 2.6862e-37	 1.0000e+15
 2.790000e+02	 5.49295467e-02	-3.33807045e+00	 4.11835150e+04	 0.00000000e+00	 2.5761e+17	 2.7298e-37	 1.0000e+15
 2.800000e+02	 5.53413818e-02	-3.33765862e+00	 4.07021875e+04	 0.00000000e+00	 2.5370e+17	 2.7736e-37	 1.0000e+15
 2.810000e+02	 5.57484037e-02	-3.33725160e+00	 4.02281256e+04	 0.00000000e+00	 2.4988e+17	 2.8177e-37	 1.0000e+15
 2.820000e+02	 5.61506850e-02	-3.33684932e+00	 3.97611413e+04	 0.00000000e+00	 2.4617e+17	 2.8618e-37	 1.0000e+15
 2.830000e+02	 5.65482964e-02	-3.33645170e+00	 3.93010527e+04	 0.00000000e+00	 2.4255e+17	 2.9062e-37	 1.0000e+15
 2.840000e+02	 5.69413069e-02	-3.33605869e+00	 3.88476840e+04	 0.00000000e+00	 2.3902e+17	 2.9507e-37	 1.0000e+15
 2.850000e+02	 5.73297837e-02	-3.33567022e+00	 3.84008649e+04	 0.00000000e+00	 2.3558e+17	 2.9954e-37	 1.0000e+15
 2.860000e+02	 5.77137924e-02	-3.33528621e+00	 3.79604309e+04	 0.00000000e+00	 2.3223e+17	 3.0402e-37	 1.0000e+15
 2.870000e+02	 5.80933967e-02	-3.33490660e+00	 3.75262224e+04	 0.00000000e+00	 2.2896e+17	 3.0852e-37	 1.0000e+15
 2.880000e+02	 5.84686589e-02	-3.33453134e+00	 3.70980850e+04	 0.00000000e+00	 2.2577e+17	 3.1303e-37	 1.0000e+15
 2.890000e+02	 5.88396398e-02	-3.33416036e+00	 3.66758692e+04	 0.00000000e+00	 2.2266e+17	 3.1755e-37	 1.0000e+15
 2.900000e+02	 5.92063985e-02	-3.33379360e+00	 3.62594301e+04	 0.00000000e+00	 2.1963e+17	 3.2209e-37	 1.0000e+15
